shipment_id,customer_id,shipper_id,service_id,weight_kg,shipment_date,delivery_date,status,shipment_cost
373,1956,3,STD,99.74,2024-12-03,2024-12-04,Pending,263.83
374,1414,1,STD,75.12,2025-04-01,2025-04-10,Delivered,194.02
375,1662,2,EXP,145.76,2024-12-17,2024-12-27,Delayed,678.03
376,1906,1,EXP,175.26,2025-05-09,2025-05-27,In Transit,887.05
377,1681,1,STD,173.02,2025-01-04,2025-01-19,Pending,474.67
378,1228,1,EXP,181.48,2025-09-29,2025-10-27,In Transit,900.39
379,783,3,EXP,65.98,2024-11-09,2024-11-18,Delivered,305.66
380,1302,2,PRI,119.4,2025-09-26,2025-10-16,Pending,1248.12
381,1556,1,EXP,31.35,2025-08-05,2025-08-06,Pending,151.42
382,909,1,STD,1.01,2025-05-28,2025-06-07,Delivered,2.39
383,755,3,PRI,28.32,2025-10-30,2025-11-26,Pending,310.11
384,123,1,STD,7.73,2025-02-22,2025-03-22,Cancelled,18.29
385,1318,2,STD,164.12,2025-09-15,2025-09-23,Cancelled,376.41
386,131,3,STD,34.12,2025-07-28,2025-08-14,Delivered,86.79
387,658,3,EXP,184.47,2025-10-09,2025-10-18,Cancelled,922.68
388,1701,1,STD,152.13,2025-06-27,2025-07-06,In Transit,359.22
389,250,2,PRI,113.51,2024-12-04,2024-12-13,Cancelled,1226.16
390,541,1,EXP,173.34,2025-05-19,2025-06-07,Cancelled,940.32
391,1287,3,PRI,130.26,2024-12-15,2025-01-03,Cancelled,1239.06
392,1669,2,PRI,154.17,2025-05-10,2025-05-20,Pending,1497.49
393,1773,1,STD,100.76,2025-04-12,2025-05-04,Delivered,251.25
394,559,1,PRI,155.78,2025-06-18,2025-06-27,Delivered,1485.98
395,119,3,STD,70.89,2024-12-28,2025-01-19,Pending,191.36
396,651,2,PRI,137.27,2025-07-01,2025-07-20,Cancelled,1283.99
397,168,2,EXP,67.88,2025-03-21,2025-04-18,Pending,305.7
398,694,1,EXP,118.95,2025-03-04,2025-03-10,Delivered,595.23
399,765,1,STD,148.76,2025-06-27,2025-07-26,Delayed,365.02
400,374,2,STD,30.96,2025-04-18,2025-05-17,Cancelled,74.09
401,268,1,STD,93.65,2025-01-02,2025-01-28,Cancelled,229.21
402,383,1,PRI,106.67,2025-08-15,2025-08-24,In Transit,1006.94
403,679,2,EXP,13.31,2025-10-15,2025-10-21,In Transit,61.9
404,180,1,PRI,175.09,2025-03-02,2025-03-27,In Transit,1646.45
405,1180,1,EXP,15.14,2024-12-31,2025-01-04,Cancelled,78.13
406,623,1,STD,181.24,2025-04-05,2025-04-26,Pending,494.24
407,866,1,STD,22.77,2025-01-09,2025-02-01,Cancelled,60.04
408,767,1,EXP,190.32,2025-06-18,2025-07-01,Cancelled,989.62
409,1404,3,PRI,199.49,2025-05-19,2025-06-03,Delivered,2016.78
410,767,1,EXP,14.11,2025-01-21,2025-01-25,Delivered,69.23
411,524,2,EXP,61.83,2025-01-11,2025-02-10,Pending,330.69
412,332,3,STD,157.51,2025-10-23,2025-11-09,Pending,365.37
413,242,3,STD,166.0,2025-03-31,2025-04-21,Cancelled,439.12
414,717,1,EXP,109.23,2025-03-31,2025-04-03,Cancelled,583.86
415,1037,1,EXP,131.75,2025-07-18,2025-08-11,Cancelled,593.45
416,68,3,PRI,45.26,2025-10-15,2025-11-04,Delayed,489.26
417,1782,3,STD,20.01,2025-08-19,2025-09-02,In Transit,49.46
418,572,1,PRI,137.06,2024-12-23,2025-01-07,Delivered,1287.58
419,1362,1,STD,80.44,2025-06-14,2025-07-12,Cancelled,191.46
420,1202,3,STD,91.86,2025-03-18,2025-03-21,Delivered,214.51
421,1219,1,STD,196.67,2025-08-08,2025-09-01,Pending,483.27
422,1971,3,STD,176.08,2025-03-17,2025-03-20,In Transit,421.67
423,1825,3,EXP,88.75,2025-02-24,2025-03-08,Cancelled,406.56
424,1445,1,EXP,155.88,2025-02-12,2025-03-05,Delayed,844.5
425,1718,2,PRI,154.26,2025-03-21,2025-04-10,Cancelled,1505.86
426,279,3,PRI,106.59,2025-03-08,2025-03-15,Delayed,1156.53
427,18,3,EXP,197.17,2025-02-23,2025-03-15,In Transit,929.34
428,1099,2,STD,109.55,2025-07-17,2025-07-31,Cancelled,256.76
429,1173,1,PRI,87.36,2025-09-12,2025-09-20,Delivered,786.8
430,913,3,EXP,148.54,2025-05-12,2025-05-25,Cancelled,722.9
431,661,1,STD,42.15,2025-05-03,2025-05-17,Delayed,103.61
432,1618,3,PRI,157.76,2024-11-04,2024-11-05,Delayed,1715.81
433,762,1,PRI,184.94,2025-04-30,2025-05-17,Delayed,1876.64
434,112,1,STD,107.76,2025-04-12,2025-05-02,Delayed,282.06
435,1726,3,STD,186.22,2025-01-21,2025-02-17,Delayed,510.28
436,1510,2,PRI,118.21,2025-03-03,2025-03-22,Delivered,1131.95
437,1805,1,STD,139.1,2025-02-06,2025-02-08,Delayed,356.61
438,539,1,PRI,72.85,2025-07-26,2025-08-10,Delayed,714.15
439,1348,1,EXP,165.14,2025-10-14,2025-10-27,Delayed,795.41
440,6,1,STD,175.48,2025-09-24,2025-10-15,In Transit,449.44
441,1950,1,EXP,170.64,2025-04-20,2025-05-13,Delivered,844.73
442,1963,1,STD,10.1,2024-11-07,2024-11-18,Cancelled,26.31
443,523,3,STD,25.82,2025-01-07,2025-02-02,Delivered,61.19
444,1877,2,PRI,15.01,2024-12-09,2024-12-29,Delivered,141.61
445,779,1,PRI,7.01,2025-07-05,2025-07-11,Pending,64.12
446,1854,1,EXP,81.41,2025-08-09,2025-08-25,Cancelled,442.24
447,1128,2,EXP,40.48,2025-01-27,2025-02-14,Pending,214.28
448,1649,2,STD,95.57,2025-05-13,2025-06-01,Delayed,224.36
449,1370,3,STD,21.19,2024-12-11,2024-12-18,Delayed,54.24
450,1423,2,PRI,57.84,2025-04-13,2025-05-08,Pending,580.8
451,1236,2,PRI,121.32,2024-12-31,2025-01-13,Cancelled,1257.85
452,1763,3,EXP,140.08,2025-05-07,2025-06-01,Delivered,745.45
453,801,3,EXP,124.09,2025-03-08,2025-03-29,Delayed,618.45
454,564,2,STD,176.88,2025-04-21,2025-05-10,Cancelled,464.16
455,1460,3,PRI,130.6,2025-01-20,2025-02-08,Delivered,1396.03
456,429,2,PRI,103.96,2024-11-29,2024-12-26,Pending,1108.6
457,1394,3,PRI,174.93,2025-06-12,2025-06-16,In Transit,1794.71
458,1954,3,STD,101.6,2025-01-07,2025-01-21,Pending,263.6
459,392,1,EXP,100.05,2025-05-19,2025-06-06,Cancelled,501.27
460,1633,1,EXP,102.26,2024-11-30,2024-12-03,Delayed,467.16
461,1894,3,EXP,12.28,2025-05-06,2025-05-23,Delivered,66.55
462,1453,1,PRI,189.7,2024-11-16,2024-12-06,Delayed,1947.27
463,1186,2,PRI,41.53,2025-07-25,2025-08-01,Cancelled,377.06
464,19,1,PRI,107.05,2025-03-29,2025-04-04,Pending,999.83
465,1066,1,PRI,34.94,2025-06-28,2025-07-17,Delayed,349.89
466,390,3,PRI,56.87,2025-03-28,2025-04-21,In Transit,529.66
467,13,3,STD,169.32,2025-10-28,2025-11-19,In Transit,456.25
468,1527,2,EXP,172.51,2025-03-30,2025-04-17,Delayed,821.96
469,532,1,EXP,161.73,2025-08-22,2025-09-18,Delivered,871.34
470,887,2,EXP,97.41,2025-08-11,2025-08-14,In Transit,517.05
471,1493,2,EXP,128.66,2025-08-29,2025-09-24,Delivered,638.77
472,1864,3,STD,132.99,2025-01-11,2025-02-08,Pending,338.88
473,1002,2,PRI,199.07,2025-09-14,2025-09-30,Pending,1836.17
474,496,2,STD,70.14,2024-12-27,2025-01-01,In Transit,160.93
475,490,1,STD,179.43,2025-07-14,2025-07-28,In Transit,482.62
476,938,3,PRI,175.34,2025-06-20,2025-07-20,In Transit,1812.39
477,767,1,STD,164.47,2025-04-02,2025-04-17,Delivered,418.13
478,433,3,PRI,55.7,2025-08-28,2025-09-22,In Transit,558.11
479,1179,1,EXP,193.0,2025-09-02,2025-10-02,Pending,989.39
480,580,1,PRI,74.79,2025-06-10,2025-06-22,In Transit,816.62
481,1722,2,PRI,85.2,2025-05-22,2025-06-05,Cancelled,904.0
482,1986,1,STD,96.16,2025-01-27,2025-02-04,Cancelled,229.06
483,1016,2,STD,24.96,2025-10-13,2025-10-29,Pending,58.97
484,562,3,PRI,30.9,2025-04-02,2025-04-06,Pending,315.21
485,929,1,STD,16.54,2025-03-26,2025-04-01,In Transit,37.68
486,586,2,PRI,115.7,2025-07-28,2025-08-06,Delivered,1212.47
487,154,3,STD,108.82,2024-11-19,2024-11-21,In Transit,273.43
488,1032,1,PRI,31.86,2025-10-25,2025-10-28,In Transit,312.15
489,920,3,PRI,112.89,2025-01-25,2025-02-14,Cancelled,1024.21
490,205,2,STD,81.02,2024-12-03,2024-12-15,Delayed,210.01
491,1251,2,EXP,86.73,2024-12-13,2025-01-04,In Transit,426.39
492,1143,2,EXP,176.57,2025-08-03,2025-08-12,In Transit,919.61
493,69,1,PRI,105.81,2025-09-14,2025-10-01,Cancelled,1087.9
494,1983,1,STD,105.11,2025-06-29,2025-07-18,Delivered,282.8
495,1778,1,EXP,185.1,2025-10-06,2025-10-10,Cancelled,1012.7
496,612,1,PRI,97.59,2025-08-30,2025-09-13,Delayed,880.47
497,1057,2,STD,189.66,2025-10-19,2025-10-31,Delivered,520.03
498,86,2,STD,14.9,2024-11-15,2024-11-29,Delayed,37.77
499,1304,2,STD,31.31,2025-03-31,2025-04-02,Delivered,75.76
500,232,3,PRI,186.71,2025-08-08,2025-08-27,Delivered,1764.03
501,624,3,STD,180.08,2025-08-10,2025-09-08,In Transit,485.66
502,1801,2,STD,13.14,2024-11-01,2024-11-23,Pending,31.69
503,908,2,STD,64.5,2025-01-04,2025-01-19,Cancelled,148.43
504,926,1,EXP,70.07,2025-06-07,2025-06-26,In Transit,339.37
505,1004,1,STD,161.56,2025-09-28,2025-10-01,Cancelled,428.77
506,372,2,EXP,139.59,2025-06-02,2025-06-10,Delayed,763.72
507,853,3,STD,120.59,2025-05-09,2025-05-21,Pending,280.03
508,1456,2,EXP,195.85,2025-02-23,2025-03-10,Pending,997.04
509,1431,3,STD,58.15,2025-10-10,2025-10-20,In Transit,142.67
510,1240,3,EXP,162.49,2025-09-01,2025-09-20,Pending,888.69
511,971,1,EXP,178.54,2025-10-09,2025-10-22,Delivered,855.83
512,1576,2,PRI,70.87,2024-12-17,2025-01-04,In Transit,741.66
513,1037,3,PRI,65.74,2025-02-20,2025-03-22,In Transit,616.35
514,401,2,EXP,32.76,2025-05-27,2025-06-03,Delivered,155.41
515,1505,2,PRI,63.87,2024-11-13,2024-11-28,In Transit,670.68
516,1047,3,PRI,63.08,2025-07-02,2025-07-23,In Transit,618.93
517,185,3,PRI,147.03,2025-05-16,2025-06-05,Delayed,1368.29
518,705,2,PRI,79.86,2025-05-05,2025-05-18,In Transit,874.63
519,376,3,EXP,98.61,2025-06-07,2025-06-09,In Transit,539.61
520,542,1,EXP,30.44,2025-01-10,2025-01-12,Delayed,153.14
521,631,2,EXP,66.74,2025-09-08,2025-09-14,Cancelled,333.03
522,1743,3,PRI,143.22,2025-10-25,2025-11-07,In Transit,1562.03
523,904,2,EXP,46.95,2025-10-22,2025-10-29,Delivered,256.34
524,1549,2,PRI,102.07,2025-06-04,2025-07-03,Delayed,1102.5
525,1232,3,EXP,97.95,2025-03-01,2025-03-27,In Transit,474.84
526,263,2,EXP,58.46,2025-09-12,2025-10-05,Pending,296.71
527,4,3,PRI,169.56,2025-02-20,2025-03-03,Cancelled,1760.85
528,583,1,PRI,140.59,2025-06-26,2025-07-15,Pending,1456.89
529,1528,3,STD,59.3,2025-08-17,2025-09-15,Cancelled,152.94
530,1779,1,STD,137.32,2025-04-01,2025-04-28,Cancelled,345.78
531,1888,2,STD,92.78,2025-01-31,2025-02-06,In Transit,237.84
532,974,2,PRI,108.54,2025-07-04,2025-07-30,Delivered,1068.0
533,854,1,STD,61.0,2025-09-26,2025-10-19,Pending,167.73
534,1088,1,PRI,152.7,2025-07-15,2025-07-23,Pending,1492.87
535,1848,3,PRI,8.37,2024-12-01,2024-12-15,Cancelled,81.04
536,1501,3,STD,44.06,2024-11-24,2024-12-03,Delayed,102.99
537,1378,1,EXP,32.11,2025-08-31,2025-09-24,Cancelled,147.22
538,1133,1,EXP,82.41,2025-01-25,2025-02-10,Delivered,442.02
539,812,2,PRI,94.88,2025-04-25,2025-05-25,Pending,983.93
540,417,2,EXP,98.15,2025-03-01,2025-03-24,Delivered,536.62
541,1810,3,EXP,43.2,2025-03-28,2025-04-21,Delivered,217.19
542,293,2,PRI,136.41,2024-11-19,2024-12-07,Delivered,1390.07
543,788,2,PRI,49.42,2025-04-03,2025-04-10,In Transit,538.22
544,963,1,EXP,174.78,2025-08-22,2025-09-04,Delivered,908.35
545,1561,3,STD,54.68,2024-11-28,2024-12-15,Delayed,129.32
546,782,3,PRI,25.34,2024-12-13,2025-01-11,Pending,257.3
547,1101,3,STD,30.0,2025-01-25,2025-02-02,Cancelled,78.57
548,1052,1,EXP,175.57,2025-01-26,2025-02-10,Cancelled,856.0
549,179,2,EXP,78.92,2025-05-09,2025-05-20,Delivered,399.04
550,1952,1,PRI,5.91,2025-07-11,2025-07-14,Delayed,61.61
551,1919,2,PRI,14.82,2025-07-02,2025-07-24,Cancelled,153.87
552,1888,2,EXP,136.24,2025-04-19,2025-05-02,In Transit,665.37
553,1540,1,STD,83.28,2025-05-27,2025-06-19,Pending,192.45
554,1024,1,STD,194.83,2025-08-10,2025-08-17,In Transit,505.07
555,323,2,EXP,168.22,2025-05-16,2025-06-14,Cancelled,786.39
556,340,3,STD,175.2,2025-04-02,2025-04-22,In Transit,439.66
557,831,2,EXP,61.57,2025-02-09,2025-02-10,Cancelled,299.0
558,112,3,EXP,101.56,2025-07-22,2025-08-15,In Transit,524.54
559,641,1,PRI,124.65,2025-10-31,2025-11-30,Cancelled,1181.24
560,1501,3,PRI,139.15,2025-06-01,2025-06-02,Pending,1288.5
561,129,1,EXP,158.2,2025-10-06,2025-10-26,Delayed,829.97
562,349,2,STD,56.66,2025-01-02,2025-01-09,Delayed,133.54
563,1905,2,PRI,85.18,2025-05-11,2025-06-02,Delivered,783.97
564,283,1,PRI,61.44,2025-03-18,2025-04-08,Delivered,622.57
565,186,3,PRI,26.32,2025-01-24,2025-02-02,Delayed,283.01
566,247,3,EXP,81.98,2025-02-16,2025-03-15,Cancelled,384.38
567,1780,1,PRI,49.42,2025-08-16,2025-09-07,Pending,480.9
568,1097,1,EXP,67.1,2025-05-15,2025-06-08,In Transit,361.76
569,229,2,PRI,181.37,2025-03-15,2025-03-19,Pending,1649.39
570,635,2,PRI,199.56,2025-09-23,2025-09-24,Delayed,1904.99
571,1618,3,EXP,59.46,2025-01-05,2025-01-23,Delayed,283.02
572,1684,3,EXP,116.19,2025-10-11,2025-10-26,Delayed,568.44
573,1496,2,STD,110.51,2024-11-30,2024-12-25,Delivered,265.27
574,1569,1,PRI,75.47,2024-12-29,2025-01-08,Delayed,724.46
575,1225,1,PRI,124.88,2025-10-05,2025-10-18,Delivered,1222.39
576,344,1,PRI,126.06,2025-06-19,2025-06-30,Delivered,1285.48
577,594,1,STD,104.3,2025-02-06,2025-02-26,Pending,284.5
578,1491,1,EXP,26.31,2024-11-26,2024-12-12,Delayed,144.22
579,268,1,PRI,156.83,2025-07-04,2025-07-19,Delayed,1558.29
580,1993,3,EXP,99.44,2024-11-06,2024-11-26,Pending,532.9
581,260,3,PRI,114.51,2024-11-05,2024-11-20,Delayed,1180.41
582,1473,2,PRI,151.4,2025-06-26,2025-07-23,Pending,1387.31
583,1499,1,STD,46.57,2024-12-30,2025-01-25,Cancelled,124.01
584,1998,3,EXP,62.01,2025-03-04,2025-03-20,In Transit,321.25
585,1129,2,EXP,193.05,2025-06-12,2025-07-08,Delayed,916.02
586,1058,2,STD,167.4,2025-05-06,2025-05-29,Pending,437.18
587,1182,1,EXP,141.61,2025-06-29,2025-07-02,Delayed,643.83
588,1996,2,PRI,131.71,2025-01-27,2025-02-21,Delivered,1312.26
589,324,1,EXP,7.7,2024-12-06,2024-12-26,In Transit,41.36
590,490,1,PRI,111.48,2025-02-24,2025-03-07,Pending,1181.56
591,1998,1,PRI,63.3,2025-09-12,2025-10-05,Pending,617.21
592,1620,3,EXP,53.65,2025-10-26,2025-11-23,Pending,279.37
593,1454,3,PRI,165.17,2025-08-25,2025-09-24,Delivered,1733.66
594,544,3,STD,129.4,2025-07-08,2025-07-28,In Transit,305.7
595,897,1,PRI,188.01,2025-04-04,2025-04-06,Pending,1769.64
596,1577,1,EXP,85.81,2025-10-20,2025-10-29,Pending,463.46
597,1140,1,STD,98.14,2024-12-27,2025-01-22,In Transit,263.22
598,274,3,PRI,195.25,2025-02-03,2025-02-19,Delayed,2051.03
599,1336,1,PRI,76.25,2025-07-07,2025-07-30,Delayed,719.54
600,1390,2,PRI,142.58,2025-02-09,2025-02-18,Delayed,1417.97
601,500,1,PRI,105.34,2025-01-27,2025-02-16,Pending,1101.39
602,1048,3,STD,183.35,2025-01-08,2025-02-05,Delivered,477.98
603,1219,2,PRI,57.96,2025-04-15,2025-05-06,Cancelled,626.32
604,103,2,PRI,87.12,2025-09-14,2025-10-13,Delayed,854.33
605,880,3,EXP,28.24,2025-08-14,2025-09-09,Delayed,149.26
606,300,1,PRI,86.79,2025-03-18,2025-04-03,Cancelled,876.3
607,1483,2,PRI,57.26,2025-02-07,2025-02-18,Pending,585.62
608,279,2,EXP,172.45,2025-02-22,2025-03-09,Delayed,830.81
609,1617,3,EXP,35.76,2024-11-26,2024-12-05,Pending,182.77
610,1205,2,STD,193.38,2024-11-20,2024-11-21,Pending,459.4
611,1599,1,PRI,174.86,2025-01-03,2025-01-19,In Transit,1603.58
612,470,1,EXP,39.12,2025-09-25,2025-10-10,Delayed,185.83
613,1355,3,STD,194.45,2025-02-14,2025-03-15,In Transit,494.58
614,1212,1,EXP,8.76,2025-03-02,2025-03-05,Cancelled,42.2
615,1414,1,EXP,13.31,2025-09-12,2025-09-24,Pending,73.13
616,500,3,PRI,19.18,2025-07-11,2025-07-18,Delivered,194.0
617,1732,1,EXP,121.77,2025-07-05,2025-07-28,Delivered,645.15
618,1621,1,STD,61.23,2025-03-30,2025-04-22,Cancelled,154.26
619,884,3,EXP,145.62,2025-06-26,2025-06-29,In Transit,716.15
620,1381,1,EXP,183.86,2025-06-23,2025-07-23,Delayed,843.06
621,1766,2,EXP,133.39,2025-09-30,2025-10-04,Pending,653.12
622,1493,1,EXP,114.57,2025-05-26,2025-06-11,Cancelled,516.01
623,835,1,PRI,87.28,2024-11-20,2024-12-06,In Transit,924.39
624,439,2,STD,158.81,2024-11-27,2024-12-12,Cancelled,421.8
625,329,3,STD,31.09,2025-02-04,2025-02-10,In Transit,74.82
626,583,1,PRI,173.17,2025-06-23,2025-07-10,Delayed,1762.83
627,4,2,STD,165.3,2025-10-16,2025-11-04,Delivered,429.62
628,304,1,PRI,99.83,2025-09-18,2025-10-17,Pending,971.18
629,1024,2,EXP,97.43,2025-04-08,2025-04-20,Pending,527.19
630,653,1,EXP,186.28,2025-02-12,2025-02-24,Pending,930.05
631,169,2,PRI,161.89,2025-03-06,2025-03-10,Delivered,1673.93
632,157,2,EXP,50.11,2025-10-14,2025-10-29,Delayed,272.08
633,230,1,PRI,141.8,2024-11-19,2024-11-30,Delayed,1405.21
634,818,3,PRI,86.66,2025-02-18,2025-03-02,Pending,918.78
635,768,3,STD,134.0,2025-10-12,2025-10-14,Pending,307.46
636,607,3,STD,91.78,2024-11-12,2024-11-13,Delivered,242.78
637,1671,1,STD,95.86,2025-10-08,2025-10-28,Cancelled,235.4
638,1305,2,STD,9.35,2025-06-09,2025-07-04,Delayed,24.98
639,1069,1,PRI,76.36,2025-04-29,2025-05-02,Delayed,730.08
640,928,3,STD,3.55,2025-09-19,2025-10-06,Delayed,8.59
641,1769,3,EXP,84.43,2025-05-27,2025-06-26,Delivered,455.13
642,1424,3,STD,8.39,2025-03-28,2025-04-24,In Transit,20.1
643,1470,3,EXP,127.4,2025-10-07,2025-10-13,Cancelled,658.34
644,393,1,EXP,131.49,2025-05-03,2025-05-22,Delivered,720.7
645,1539,1,EXP,181.89,2025-01-17,2025-02-13,Cancelled,858.28
646,1113,2,PRI,114.83,2025-07-17,2025-07-26,Cancelled,1179.99
647,517,2,PRI,191.0,2025-07-02,2025-07-30,Cancelled,1911.0
648,1053,2,STD,163.83,2025-05-15,2025-06-10,Delayed,416.46
649,1106,2,EXP,147.57,2024-10-31,2024-11-16,Delayed,756.7
650,151,2,PRI,79.4,2025-03-12,2025-03-25,In Transit,803.59
651,55,2,STD,167.84,2025-10-22,2025-11-20,In Transit,409.51
652,364,3,PRI,26.14,2025-10-10,2025-10-26,In Transit,285.6
653,752,2,STD,73.23,2025-01-08,2025-02-06,Cancelled,190.34
654,636,3,EXP,65.28,2024-11-27,2024-12-25,Pending,335.98
655,1986,2,STD,105.65,2025-09-07,2025-10-02,Delayed,251.55
656,315,1,STD,178.61,2025-01-23,2025-02-14,Delayed,456.47
657,1493,2,STD,100.21,2025-04-07,2025-04-17,In Transit,243.53
658,55,3,EXP,80.2,2025-06-13,2025-07-12,Cancelled,382.78
659,1931,3,STD,33.29,2025-06-21,2025-06-25,Delivered,76.73
660,194,2,STD,173.46,2024-12-31,2025-01-08,Pending,440.55
661,1006,2,PRI,16.19,2024-12-14,2025-01-03,Cancelled,162.33
662,253,1,PRI,115.74,2024-12-18,2025-01-01,Delivered,1078.04
663,530,1,EXP,129.57,2024-11-01,2024-11-08,In Transit,659.32
664,1076,1,PRI,71.93,2024-12-15,2024-12-25,In Transit,734.66
665,1819,2,EXP,150.19,2025-04-16,2025-05-09,In Transit,763.76
666,268,1,EXP,61.26,2024-11-03,2024-11-28,Pending,296.44
667,1462,1,EXP,172.83,2025-06-07,2025-06-24,In Transit,834.95
668,344,3,PRI,101.11,2025-05-07,2025-05-12,Cancelled,1103.37
669,1360,3,PRI,151.73,2025-08-26,2025-09-13,Cancelled,1481.46
670,1676,2,EXP,82.35,2025-07-28,2025-08-05,Pending,389.99
671,1113,3,PRI,177.64,2025-03-15,2025-04-12,Delivered,1601.28
672,1989,1,EXP,78.3,2025-02-21,2025-03-07,In Transit,418.77
673,1161,3,STD,60.21,2024-12-03,2025-01-01,Delayed,152.14
674,583,3,PRI,4.21,2025-05-30,2025-06-04,Pending,40.0
675,1189,2,EXP,121.5,2025-06-11,2025-06-23,Delivered,612.77
676,720,2,PRI,4.34,2025-01-21,2025-01-30,In Transit,43.37
677,1278,3,STD,158.63,2025-10-19,2025-11-04,Cancelled,434.08
678,1159,1,PRI,89.64,2025-04-14,2025-05-01,Cancelled,943.34
679,1189,2,PRI,40.62,2025-06-15,2025-07-06,Delivered,384.38
680,304,2,EXP,193.33,2025-09-08,2025-09-09,Delayed,875.57
681,33,2,STD,23.37,2024-12-03,2024-12-18,Pending,55.06
682,994,1,PRI,93.59,2025-09-17,2025-09-20,In Transit,990.94
683,662,3,EXP,70.02,2025-07-27,2025-07-30,Delayed,331.42
684,322,1,PRI,3.71,2024-11-02,2024-11-06,Delayed,35.88
685,154,2,EXP,82.06,2025-01-29,2025-02-22,Delivered,426.83
686,58,1,STD,6.36,2025-01-10,2025-01-15,Pending,16.06
687,1652,3,STD,163.18,2025-07-02,2025-07-12,Pending,433.39
688,1980,2,STD,52.48,2024-11-12,2024-12-06,In Transit,144.19
689,1496,1,PRI,71.89,2025-07-03,2025-07-04,Cancelled,742.21
690,1783,2,STD,188.76,2025-05-18,2025-05-20,Delivered,457.24
691,1280,2,STD,169.63,2025-07-25,2025-08-18,Pending,464.43
692,1417,2,STD,132.17,2025-08-16,2025-08-24,In Transit,325.67
693,1603,1,PRI,39.24,2025-09-24,2025-10-06,Delivered,391.57
694,475,2,STD,58.87,2025-09-30,2025-10-24,Delivered,148.47
695,1772,2,STD,35.11,2025-04-20,2025-04-23,Cancelled,82.68
696,1949,3,PRI,54.58,2024-12-24,2024-12-30,Delivered,553.21
697,1677,2,STD,74.79,2025-01-05,2025-01-18,Delayed,198.15
698,1025,2,STD,170.26,2025-03-03,2025-03-09,Delivered,425.21
699,1334,3,EXP,95.03,2025-10-19,2025-11-02,In Transit,470.61
700,798,3,EXP,10.3,2025-01-02,2025-01-08,Pending,52.01
701,910,1,EXP,12.24,2025-06-04,2025-06-25,Pending,59.52
702,116,2,STD,94.48,2025-03-05,2025-03-26,In Transit,236.86
703,272,2,EXP,103.83,2025-05-14,2025-06-03,Delivered,469.96
704,1555,3,PRI,157.85,2025-03-21,2025-04-14,Delayed,1458.12
705,732,2,STD,170.08,2024-11-24,2024-12-02,Pending,451.26
706,106,1,EXP,64.27,2024-12-09,2024-12-17,Delivered,333.91
707,746,3,EXP,53.64,2025-07-30,2025-08-06,Cancelled,243.33
708,788,3,STD,21.28,2025-07-21,2025-08-08,Pending,57.9
709,660,2,PRI,46.33,2025-05-02,2025-05-13,Delayed,457.58
710,243,1,PRI,166.73,2024-12-03,2024-12-26,Pending,1769.98
711,852,3,PRI,18.37,2025-10-01,2025-10-17,Delivered,181.7
712,1711,1,EXP,42.26,2024-11-28,2024-11-30,In Transit,191.89
713,1507,2,PRI,179.94,2025-03-11,2025-03-14,In Transit,1907.55
714,405,2,EXP,31.1,2024-12-09,2024-12-17,In Transit,163.09
715,1819,1,EXP,86.34,2025-05-27,2025-06-09,In Transit,421.36
716,1276,3,EXP,41.38,2025-08-24,2025-08-25,Delivered,186.3
717,1269,2,STD,160.0,2024-12-07,2024-12-20,Pending,432.01
718,215,2,EXP,14.88,2025-02-07,2025-02-12,Cancelled,70.71
719,1961,1,STD,109.53,2024-12-17,2025-01-11,In Transit,283.58
720,1647,3,STD,16.32,2025-04-03,2025-04-17,Pending,38.33
721,1906,2,PRI,55.91,2025-01-31,2025-02-28,In Transit,600.44
722,80,2,STD,156.65,2025-04-07,2025-04-18,Delayed,361.15
723,851,3,PRI,162.3,2025-02-02,2025-02-04,In Transit,1657.38
724,2000,3,STD,137.75,2025-08-01,2025-08-02,Delayed,334.14
725,1980,3,EXP,42.92,2025-04-20,2025-05-11,Pending,229.65
726,210,2,PRI,82.37,2025-06-30,2025-07-14,Delayed,854.96
727,13,2,EXP,93.83,2025-01-24,2025-02-19,Cancelled,502.98
728,1227,3,PRI,68.59,2025-03-16,2025-04-06,Pending,737.58
729,1928,1,EXP,154.62,2025-02-02,2025-02-14,Delayed,715.3
730,9,3,PRI,186.25,2025-08-24,2025-08-30,In Transit,1679.2
731,1790,1,STD,14.04,2024-12-09,2025-01-03,Pending,37.5
732,1389,1,PRI,163.14,2024-11-17,2024-12-12,Delivered,1527.65
733,697,2,PRI,126.76,2025-09-18,2025-10-07,In Transit,1237.83
734,1146,1,PRI,139.4,2025-03-05,2025-03-29,In Transit,1416.1
735,437,2,PRI,74.88,2024-12-28,2025-01-21,Delayed,753.37
736,1138,3,EXP,191.94,2025-09-28,2025-10-06,Cancelled,997.62
737,326,1,EXP,190.26,2025-04-18,2025-05-11,Cancelled,875.97
738,1365,3,STD,168.37,2025-03-10,2025-04-08,Delayed,416.29
739,213,2,STD,145.57,2025-03-25,2025-04-14,In Transit,375.44
740,129,2,STD,143.78,2025-05-07,2025-05-18,Cancelled,325.5
741,139,2,EXP,168.74,2025-05-31,2025-06-22,Cancelled,870.53
742,1294,3,EXP,100.35,2025-02-05,2025-03-05,Delayed,495.97
743,754,1,EXP,63.29,2025-10-21,2025-11-13,Delayed,330.33
744,1051,3,EXP,82.18,2025-08-07,2025-08-28,Delayed,378.3
745,661,2,EXP,57.58,2025-10-06,2025-10-24,Cancelled,270.62
