order_id,user_id,product_id,quantity,order_date
1701,7648,3669,1,2025-03-29 16:02:05.477960
1702,6082,7360,5,2025-06-10 20:55:29.233787
1703,7294,9816,5,2025-02-14 08:57:51.998882
1704,1240,1906,3,2025-08-13 15:15:36.319524
1705,119,2509,4,2025-09-03 06:22:33.276136
1706,2461,938,2,2025-08-06 17:27:27.668598
1707,4878,7307,4,2025-04-07 18:21:13.550331
1708,6423,4424,5,2025-05-23 17:47:42.498473
1709,7841,9838,5,2025-03-06 23:04:11.392275
1710,9483,668,5,2025-01-11 02:02:00.890404
1711,635,2823,3,2025-02-03 11:07:32.119944
1712,5680,3020,2,2025-08-10 09:30:51.408304
1713,3647,1819,5,2025-06-08 15:09:24.500968
1714,7395,3541,2,2025-02-03 22:48:29.298799
1715,7140,9487,5,2025-03-23 06:37:23.939796
1716,81,2897,3,2025-01-28 02:33:35.036100
1717,3463,5622,5,2025-02-13 20:53:23.645607
1718,2848,3576,1,2025-06-02 13:15:43.554627
1719,7703,9000,5,2025-10-23 22:56:10.314951
1720,2035,265,4,2025-05-01 06:59:44.482867
1721,551,16,1,2025-04-04 22:29:28.676465
1722,7810,3259,3,2025-01-06 18:30:06.331803
1723,8485,5539,4,2025-05-02 21:54:40.264642
1724,6782,6406,2,2025-10-02 08:03:42.909016
1725,5206,1991,5,2025-08-16 11:31:55.381064
1726,348,3161,5,2025-09-28 04:49:45.822523
1727,8139,8991,1,2025-02-07 05:28:47.729565
1728,3196,5497,3,2025-01-28 04:06:54.202511
1729,8884,2447,5,2025-10-29 10:01:39.692400
1730,6671,631,4,2025-09-29 11:10:10.180137
1731,1804,2662,4,2025-02-07 10:31:20.052531
1732,3336,6081,4,2025-07-07 11:42:04.508804
1733,7909,7659,1,2025-08-24 01:59:30.422941
1734,6833,1680,1,2025-03-18 19:36:25.392843
1735,2863,586,2,2025-09-27 10:52:08.583503
1736,1939,4791,5,2025-09-22 02:35:47.226917
1737,8124,8944,5,2025-03-31 19:22:01.814979
1738,2370,1231,4,2025-01-16 19:54:05.466740
1739,1314,3729,5,2025-01-20 22:35:53.837131
1740,4039,921,2,2025-02-27 18:57:00.315301
1741,5737,6416,1,2025-07-13 18:50:35.767497
1742,7477,8155,1,2025-06-20 07:53:13.091881
1743,6229,3586,5,2025-07-06 11:40:56.508219
1744,9216,9312,5,2025-06-25 01:55:30.229543
1745,1996,7375,5,2025-08-30 03:24:48.441497
1746,1250,4204,2,2025-01-16 05:47:27.035032
1747,7458,5710,3,2025-03-06 03:24:07.610054
1748,7345,6412,3,2025-02-21 11:28:56.081952
1749,9952,860,2,2025-05-01 22:40:34.136224
1750,8161,6989,1,2025-07-17 09:07:52.663782
1751,6915,8722,2,2025-04-26 19:50:19.679024
1752,2685,9606,1,2025-06-06 09:13:33.443583
1753,5910,3282,4,2025-10-18 14:58:25.985544
1754,569,7141,5,2025-03-09 12:18:35.156059
1755,1194,6891,5,2025-06-11 00:08:06.201410
1756,6627,4669,5,2025-04-25 15:52:18.201026
1757,7766,5575,3,2025-07-22 11:25:25.271799
1758,4336,8021,4,2025-07-17 19:27:24.079222
1759,6515,7005,2,2025-07-22 21:57:54.802289
1760,6138,1212,4,2025-08-20 02:47:24.184572
1761,4562,5469,2,2025-07-03 09:58:22.712610
1762,5629,4793,3,2025-05-30 20:56:15.550727
1763,6048,8326,1,2025-04-10 23:55:44.485183
1764,1274,425,3,2025-06-25 18:23:18.702280
1765,5954,1141,1,2025-10-15 20:34:39.317147
1766,3532,2648,5,2025-07-10 04:55:04.739489
1767,4206,2613,4,2025-06-23 01:23:22.292581
1768,3057,4749,3,2025-04-09 11:51:51.725035
1769,4006,5001,3,2025-06-27 07:13:08.561489
1770,1480,7815,2,2025-02-16 10:19:55.427910
1771,323,6427,3,2025-01-05 23:29:35.199519
1772,7636,5939,5,2025-02-11 04:50:52.897674
1773,8290,5248,4,2025-08-20 10:23:35.158752
1774,182,9470,4,2025-03-27 12:11:01.213110
1775,2853,8024,2,2025-10-23 18:29:18.681881
1776,4269,9883,5,2025-06-21 16:57:58.663412
1777,8583,5131,4,2025-02-10 14:36:29.621017
1778,862,3128,3,2025-01-28 07:39:13.218118
1779,184,492,2,2025-10-17 04:19:49.182511
1780,7532,3799,2,2025-10-19 10:22:40.832897
1781,9176,3537,1,2025-01-22 00:31:51.660691
1782,8273,2359,3,2025-02-21 22:49:37.580010
1783,2556,2544,4,2025-08-20 21:02:53.097101
1784,5850,7125,3,2025-05-09 11:46:25.541864
1785,6923,2277,4,2025-10-27 14:13:11.367608
1786,2906,2456,2,2025-08-20 12:55:26.470880
1787,4646,7363,2,2025-04-10 06:00:31.075229
1788,7559,5339,3,2025-06-18 01:49:08.974399
1789,6606,2568,4,2025-09-01 23:17:03.504752
1790,1730,108,1,2025-05-23 14:14:41.432957
1791,7907,3414,1,2025-09-02 19:59:01.633735
1792,2552,2123,3,2025-07-07 17:02:26.496099
1793,2326,927,2,2025-10-11 04:28:57.143525
1794,1951,7024,2,2025-07-17 13:36:43.062642
1795,6685,1084,2,2025-04-05 01:34:07.880797
1796,905,8879,3,2025-03-06 19:55:26.640370
1797,5405,5771,5,2025-04-14 23:06:53.245627
1798,1913,3975,5,2025-04-05 21:44:49.220292
1799,4958,4217,3,2025-03-06 08:20:14.814725
1800,3303,4316,3,2025-05-13 04:36:48.824029
1801,4177,4293,4,2025-02-16 14:05:00.968840
1802,7685,336,4,2025-06-19 18:51:41.644674
1803,9065,9530,1,2025-04-19 14:44:18.553986
1804,5989,2647,1,2025-06-06 06:27:08.814813
1805,872,8436,3,2025-07-12 17:20:38.414783
1806,6645,8012,1,2025-05-21 21:47:44.978064
1807,7053,9344,3,2025-09-15 16:15:34.566058
1808,3930,1588,3,2025-10-09 20:14:18.274384
1809,5178,3282,2,2025-09-09 01:21:49.933580
1810,4226,8079,1,2025-03-11 20:57:21.012558
1811,8803,6141,3,2025-05-05 08:43:19.672523
1812,222,8555,5,2025-01-25 05:15:24.579519
1813,1777,1165,4,2025-09-09 07:52:55.464560
1814,5669,8595,5,2025-01-15 19:21:17.127535
1815,5834,1908,1,2025-06-17 07:58:18.883116
1816,9940,1974,3,2025-01-30 04:46:32.680290
1817,4705,4788,4,2025-07-23 16:20:22.319645
1818,6767,7114,3,2025-02-10 03:10:49.430391
1819,2180,7571,2,2025-01-30 20:33:19.931353
1820,3385,7088,4,2025-06-08 20:14:12.571409
1821,7338,467,2,2025-04-18 06:52:18.166184
1822,347,221,3,2025-08-30 16:55:47.524876
1823,4904,7888,2,2025-06-05 22:23:47.773009
1824,750,2426,1,2025-04-15 00:51:51.096486
1825,5926,6572,5,2025-09-01 17:20:58.423602
1826,3062,1200,2,2025-03-23 18:10:29.774447
1827,7934,2537,3,2025-10-10 02:02:30.567463
1828,1781,3003,1,2025-02-26 17:28:24.102017
1829,7098,4175,5,2025-07-27 02:59:08.326818
1830,7614,57,4,2025-05-26 11:54:54.192508
1831,3567,3503,1,2025-10-11 17:20:35.747928
1832,6815,8794,3,2025-06-17 12:13:03.640818
1833,8551,9050,5,2025-03-17 20:46:49.942436
1834,6182,8174,2,2025-07-11 03:25:10.329913
1835,8682,1377,2,2025-01-06 10:15:36.263043
1836,8952,8003,5,2025-10-19 06:48:38.265052
1837,6626,1002,4,2025-10-17 06:09:09.389286
1838,2349,2756,1,2025-11-01 09:56:03.573697
1839,5417,4159,5,2025-09-25 21:58:17.684168
1840,6684,1944,5,2025-09-01 09:34:32.287863
1841,5792,8922,3,2025-01-27 22:29:00.584128
1842,9791,9847,4,2025-02-15 00:04:15.132449
1843,2752,6960,2,2025-10-04 17:24:28.013552
1844,7549,8708,3,2025-07-14 07:42:29.800824
1845,7599,4590,2,2025-01-09 23:08:24.562463
1846,761,9926,4,2025-04-16 23:36:39.088184
1847,584,3860,1,2025-08-08 10:36:25.875207
1848,9365,8003,4,2025-04-12 22:38:19.385518
1849,9545,6532,1,2025-07-19 15:45:09.620458
1850,9843,9764,2,2025-08-01 00:38:45.845860
1851,1499,2304,3,2025-09-07 17:12:27.939192
1852,5038,5788,5,2025-04-05 07:22:16.611678
1853,2806,9731,2,2025-05-16 19:51:42.417303
1854,1354,5595,4,2025-07-24 23:38:55.033046
1855,4131,3941,5,2025-02-15 21:26:08.662507
1856,6474,4034,5,2025-09-18 07:57:33.018174
1857,815,3499,5,2025-08-19 00:35:11.863917
1858,310,589,1,2025-02-16 00:28:57.854713
1859,9516,6693,1,2025-07-17 18:12:41.985912
1860,4185,5944,2,2025-03-09 09:34:55.293549
1861,6741,8689,4,2025-07-11 09:29:08.413232
1862,8317,897,4,2025-04-24 15:10:45.957692
1863,128,5460,4,2025-07-23 14:14:12.063812
1864,5423,5891,3,2025-02-17 18:07:51.614753
1865,7319,6502,3,2025-05-10 03:56:24.214564
1866,3165,571,1,2025-02-22 09:08:43.196784
1867,4158,1377,2,2025-06-22 14:18:08.865997
1868,6684,9529,3,2025-10-19 03:53:48.628703
1869,1869,7479,3,2025-07-02 18:47:32.012585
1870,7418,3489,4,2025-10-02 16:05:11.888526
1871,2552,4358,4,2025-05-17 10:51:55.484751
1872,8352,4118,5,2025-02-04 23:49:52.389606
1873,6042,9368,4,2025-07-29 03:51:14.654855
1874,1842,344,4,2025-02-18 10:25:01.010688
1875,8591,3298,5,2025-04-01 05:24:30.426587
1876,5151,3210,1,2025-05-21 21:11:33.517630
1877,6629,7194,4,2025-03-10 11:26:08.086292
1878,4567,5844,4,2025-01-18 10:19:37.590595
1879,355,8643,5,2025-04-05 10:42:15.158546
1880,7481,8777,2,2025-08-16 20:28:04.087156
1881,7430,9666,3,2025-08-28 20:39:41.408363
1882,1930,4131,1,2025-06-01 13:33:11.795436
1883,8842,8094,4,2025-04-28 13:37:44.712889
1884,9055,1408,1,2025-07-24 03:02:58.100263
1885,1384,1832,1,2025-05-21 23:52:53.816383
1886,140,2871,4,2025-02-13 21:52:54.824108
1887,3258,9998,1,2025-04-14 00:04:13.879323
1888,3646,6911,1,2025-09-26 19:22:49.057126
1889,9220,1793,4,2025-09-23 23:10:13.807670
1890,9795,3508,3,2025-08-04 18:03:26.773296
1891,9476,1222,5,2025-05-21 03:55:01.082731
1892,3893,632,3,2025-02-24 00:11:09.303465
1893,4001,3685,1,2025-05-24 13:40:28.408405
1894,6060,4169,5,2025-10-25 00:07:23.465919
1895,201,212,3,2025-11-01 06:19:26.135005
1896,3915,2478,1,2025-09-07 21:31:07.657891
1897,1018,5962,4,2025-02-06 15:08:01.178052
1898,8816,7750,2,2025-08-13 04:29:08.420749
1899,5044,7125,3,2025-05-25 02:00:07.762029
1900,1736,517,4,2025-01-16 07:39:10.544255
1901,9671,9972,2,2025-05-16 15:53:24.157497
1902,3864,4950,3,2025-08-03 19:05:39.819643
1903,5188,2596,4,2025-06-20 03:53:26.554641
1904,4420,9977,2,2025-10-17 16:21:35.342034
1905,6888,1545,4,2025-02-09 11:52:22.120383
1906,1494,337,4,2025-06-18 13:23:08.680119
1907,1587,7716,1,2025-01-31 14:35:31.932833
1908,1272,1732,2,2025-08-06 20:44:03.099576
1909,7045,2880,5,2025-07-29 06:54:56.988932
1910,1534,5592,1,2025-04-15 00:56:30.813963
1911,8132,511,1,2025-02-22 02:43:59.527255
1912,5164,3762,2,2025-10-31 08:59:29.075062
1913,2427,9246,1,2025-02-06 00:21:18.081244
1914,370,126,5,2025-03-08 21:43:54.353076
1915,9460,1915,4,2025-08-26 06:15:58.709577
1916,9737,3090,3,2025-10-14 23:01:34.799730
1917,5435,7949,2,2025-03-09 17:49:57.853657
1918,4268,6323,2,2025-01-06 10:21:08.039769
1919,5855,9096,2,2025-07-02 14:20:57.649148
1920,2944,6593,3,2025-02-20 18:44:27.078141
1921,5029,8935,2,2025-06-26 00:39:39.838372
1922,2824,5780,2,2025-04-18 02:51:55.390821
1923,6654,7242,3,2025-02-23 20:33:04.025953
1924,7687,1057,1,2025-05-07 10:47:17.627325
1925,7366,981,2,2025-07-01 10:55:08.877844
1926,6068,8649,5,2025-08-08 05:42:24.420459
1927,9643,9302,1,2025-10-30 07:33:31.074642
1928,2352,8353,1,2025-07-10 22:07:55.126866
1929,8179,5198,2,2025-06-20 12:18:05.995437
1930,6427,6834,1,2025-08-16 07:51:26.835269
1931,8769,6369,5,2025-05-06 17:41:00.790150
1932,3562,8259,3,2025-05-17 03:24:53.955118
1933,1716,7974,5,2025-04-26 12:51:25.600820
1934,964,2592,2,2025-10-31 02:05:42.336077
1935,1306,4729,5,2025-03-10 17:49:10.981184
1936,8740,9627,3,2025-08-25 05:40:00.361690
1937,8187,2558,1,2025-02-23 06:24:44.117343
1938,3466,4540,1,2025-09-12 02:39:24.863709
1939,8371,4928,2,2025-07-11 08:36:02.072882
1940,5201,7568,5,2025-03-29 07:40:09.622435
1941,9643,2681,1,2025-03-27 08:08:31.025641
1942,3989,4252,5,2025-06-10 08:26:26.293992
1943,5571,9053,1,2025-03-09 06:27:59.314155
1944,4741,8223,4,2025-01-08 23:46:06.749238
1945,8715,1378,5,2025-07-02 16:27:26.563060
1946,2574,3174,4,2025-02-20 11:41:26.466377
1947,8515,4353,2,2025-04-29 02:48:30.619408
1948,9782,3832,5,2025-02-13 14:29:19.148638
1949,492,110,2,2025-01-18 07:28:12.502712
1950,5920,6454,5,2025-06-25 02:28:48.970026
1951,2917,2300,4,2025-08-16 19:17:04.967976
1952,9373,9873,3,2025-07-09 16:07:46.257749
1953,251,9808,2,2025-02-01 05:07:06.545717
1954,2374,3464,2,2025-09-15 23:38:03.179962
1955,7127,9884,3,2025-10-02 14:38:02.684546
1956,4347,1189,5,2025-08-13 13:55:19.577849
1957,4073,6124,5,2025-05-01 22:57:48.839446
1958,6410,7337,2,2025-06-23 15:54:06.116936
1959,1421,4184,5,2025-07-16 00:00:57.377680
1960,1188,9028,3,2025-04-08 05:02:38.899622
1961,325,8536,4,2025-02-01 22:29:10.687531
1962,7248,1127,2,2025-04-08 05:48:05.655518
1963,7691,2082,3,2025-02-10 21:11:36.318501
1964,3100,2177,2,2025-07-07 08:07:24.702666
1965,3719,8869,3,2025-04-17 18:17:59.113612
1966,5094,5430,4,2025-02-20 02:00:00.580770
1967,6334,7106,5,2025-06-07 11:20:58.181684
1968,6044,7552,5,2025-01-30 15:24:54.800306
1969,2311,6307,2,2025-09-08 06:55:59.279722
1970,2825,8092,5,2025-07-13 12:13:12.988179
1971,9853,1797,1,2025-09-22 10:10:26.034313
1972,3932,7615,1,2025-02-24 01:35:27.135184
1973,5616,2892,5,2025-05-12 21:28:48.194330
1974,8299,9747,3,2025-08-14 00:09:48.479194
1975,3239,4730,1,2025-01-08 03:54:12.702407
1976,9108,7797,1,2025-09-13 06:33:30.397251
1977,7839,9281,2,2025-04-21 05:35:44.329701
1978,9727,5190,1,2025-05-21 17:02:35.724973
1979,9804,6649,2,2025-08-09 10:29:06.672822
1980,7081,6174,1,2025-07-14 15:42:38.723657
1981,8151,3065,2,2025-07-27 01:13:18.475088
1982,9062,4915,1,2025-10-14 00:05:34.517298
1983,1823,2193,3,2025-06-10 09:30:23.059440
1984,2210,6302,5,2025-02-28 06:32:21.237820
1985,2292,4107,1,2025-04-22 18:15:54.038721
1986,7844,5493,3,2025-07-06 07:09:12.123382
1987,2107,1826,3,2025-04-21 07:28:11.397398
1988,7936,9286,3,2025-08-07 15:23:53.098512
1989,401,9186,5,2025-07-11 08:05:34.252246
1990,9071,6957,3,2025-10-13 09:23:47.934574
1991,4255,6639,3,2025-02-08 08:52:07.679343
1992,499,8049,3,2025-07-25 17:22:52.066399
1993,9566,209,4,2025-01-14 01:38:09.508986
1994,807,1527,5,2025-09-16 21:30:03.730000
1995,3675,286,2,2025-08-01 19:31:46.279167
1996,968,8298,3,2025-04-21 09:33:28.983234
1997,2789,7825,2,2025-08-01 14:36:40.967137
1998,6282,9671,4,2025-05-16 03:52:48.387851
1999,4499,3859,5,2025-09-24 08:51:18.044405
2000,1573,1210,3,2025-06-19 02:46:06.352853
2001,4761,2173,1,2025-05-13 05:23:17.361943
2002,3130,1631,2,2025-08-21 10:40:27.694439
2003,9326,8865,2,2025-01-13 14:34:23.751060
2004,5211,2908,1,2025-03-18 07:55:35.401661
2005,2531,2220,2,2025-09-03 03:18:26.776730
2006,1831,9693,5,2025-07-01 20:46:53.837667
2007,5007,8048,5,2025-07-27 05:04:49.447855
2008,6514,5629,1,2025-03-21 15:18:07.243734
2009,5897,6505,3,2025-01-28 11:30:27.809039
2010,9673,4729,3,2025-02-22 17:45:33.224461
2011,590,3671,1,2025-10-17 23:15:24.943005
2012,8574,8522,4,2025-07-08 14:54:08.021008
2013,1665,209,2,2025-03-19 14:32:57.187850
2014,3465,8183,5,2025-03-31 03:08:41.903814
2015,7773,8239,1,2025-03-09 12:25:25.560073
2016,1820,2040,2,2025-04-09 10:14:17.500484
2017,2816,1805,2,2025-01-18 21:52:00.121624
2018,3184,6700,3,2025-04-04 10:03:46.974843
2019,4465,7740,2,2025-05-05 11:29:35.213895
2020,8813,9740,4,2025-07-03 19:00:13.480801
2021,530,9304,4,2025-03-14 05:08:29.224162
2022,486,6560,3,2025-08-09 20:18:12.553423
2023,4741,7796,4,2025-07-23 20:56:45.224211
2024,5764,8299,5,2025-02-03 13:11:00.961848
2025,8363,6251,1,2025-07-15 06:43:25.265398
2026,6671,1546,5,2025-08-06 20:38:15.557544
2027,5672,9225,5,2025-04-04 04:40:02.334681
2028,9201,3059,2,2025-07-25 14:52:10.792293
2029,5257,1190,2,2025-10-07 02:32:22.565168
2030,9985,1441,5,2025-02-20 23:26:08.988540
2031,6163,7462,1,2025-01-28 22:59:20.443823
2032,5292,3758,2,2025-06-09 01:22:11.253386
2033,5243,1576,2,2025-04-15 18:35:04.909108
2034,7106,9949,5,2025-01-21 15:09:28.261844
2035,6667,2379,5,2025-04-05 23:27:20.626343
2036,3987,4794,1,2025-04-05 23:56:31.910403
2037,3362,1093,1,2025-08-02 07:21:04.201689
2038,4641,8707,5,2025-03-29 21:34:14.283677
2039,4155,16,5,2025-08-30 16:53:58.660687
2040,8169,7317,4,2025-06-10 06:21:14.978708
2041,2303,377,2,2025-10-22 23:21:24.059072
2042,1263,8265,5,2025-08-15 06:00:36.903697
2043,4637,1589,5,2025-03-10 10:14:55.088557
2044,1053,1517,4,2025-07-06 16:07:48.433848
2045,5778,5367,2,2025-09-01 20:36:07.566860
2046,1480,9800,2,2025-03-06 01:39:29.827924
2047,3832,989,4,2025-10-16 07:33:13.070317
2048,6183,2977,1,2025-02-14 15:55:56.499901
2049,8756,8238,3,2025-06-12 23:06:39.333214
2050,8534,4724,3,2025-05-22 09:01:22.374493
2051,6639,1655,2,2025-09-22 22:56:07.058668
2052,6516,8162,4,2025-01-17 20:17:51.876800
2053,9321,988,1,2025-10-28 09:18:26.235424
2054,4572,7442,1,2025-01-06 06:36:55.681551
2055,6852,570,5,2025-03-29 20:25:14.394802
2056,1749,1321,5,2025-04-15 11:44:46.501423
2057,3858,4049,1,2025-03-03 22:48:37.841537
2058,9057,6597,1,2025-06-24 19:09:32.067347
2059,9880,2483,4,2025-08-07 21:27:44.494189
2060,7860,2826,5,2025-10-02 03:51:17.551116
2061,3678,6384,5,2025-04-19 21:05:45.905752
2062,2881,8889,3,2025-05-01 13:50:41.505256
2063,861,903,1,2025-03-08 15:28:55.114727
2064,3788,9327,5,2025-09-03 18:55:20.909074
2065,1784,5482,1,2025-01-02 02:20:09.434577
2066,784,6240,1,2025-03-03 21:22:41.179692
2067,4763,7941,2,2025-06-02 13:39:52.559808
2068,5976,2189,4,2025-05-23 10:56:43.322081
2069,2917,4124,1,2025-09-13 04:40:23.316773
2070,4689,3336,2,2025-02-21 10:55:12.687257
2071,3603,7458,3,2025-01-30 19:39:45.390323
2072,6848,5393,5,2025-04-02 03:14:41.084505
2073,6441,3446,4,2025-09-09 07:13:58.571774
2074,4401,5841,1,2025-02-12 13:09:45.362338
2075,7410,7501,3,2025-07-04 04:41:12.979725
2076,7647,4112,3,2025-07-03 11:14:40.671422
2077,2587,9944,2,2025-06-01 09:06:24.441923
2078,6255,7662,3,2025-03-28 00:08:19.734774
2079,2205,7892,5,2025-08-01 20:38:28.227517
2080,7598,6928,2,2025-10-08 16:32:07.370951
2081,2992,8838,1,2025-07-04 01:57:39.097958
2082,5325,4610,5,2025-10-23 08:03:16.239687
2083,6059,7478,3,2025-07-18 08:10:46.343434
2084,3994,9316,5,2025-02-15 09:01:21.728344
2085,2749,1456,4,2025-07-24 16:38:48.239910
2086,6109,7516,5,2025-05-13 21:20:00.395599
2087,2491,3308,5,2025-06-11 02:01:52.745663
2088,8408,8669,2,2025-10-20 21:18:44.480555
2089,9634,4629,2,2025-06-27 02:21:40.546761
2090,5914,1662,1,2025-06-06 14:21:53.618979
2091,6428,1456,5,2025-04-14 05:11:44.825703
2092,5761,2786,3,2025-04-14 14:25:55.930919
2093,837,6072,5,2025-01-21 10:37:10.000845
2094,9075,62,2,2025-05-04 10:32:42.951737
2095,3552,3002,3,2025-10-23 20:16:36.337129
2096,1198,3304,3,2025-04-07 12:33:54.220020
2097,3940,7069,1,2025-07-30 12:57:34.937510
2098,7759,2765,5,2025-08-29 09:20:10.341260
2099,1894,5039,4,2025-06-16 02:23:36.035589
2100,7204,5379,3,2025-08-11 03:54:58.040173
2101,7058,4660,4,2025-06-25 11:10:01.906935
2102,4541,5523,3,2025-05-14 15:50:20.035345
2103,255,3328,3,2025-03-02 08:01:17.909936
2104,8050,6487,3,2025-07-27 16:23:41.828412
2105,75,51,5,2025-10-12 12:02:12.849411
2106,2308,4672,4,2025-05-28 04:12:57.040156
2107,2851,9698,3,2025-01-02 06:10:46.776265
2108,7571,5276,4,2025-08-08 21:58:10.449019
2109,1853,7422,2,2025-07-26 16:38:25.080805
2110,3973,9964,5,2025-09-07 07:04:49.173108
2111,5485,4370,4,2025-01-17 18:12:14.591600
2112,5310,5836,5,2025-08-25 17:18:14.749724
2113,6536,1101,3,2025-03-10 17:02:28.188572
2114,3836,4690,4,2025-03-18 22:14:46.743939
2115,8435,1014,4,2025-07-24 16:08:47.190373
2116,214,3818,2,2025-08-04 22:21:24.192043
2117,9623,5441,2,2025-10-04 08:48:51.804142
2118,7725,2161,3,2025-03-23 12:39:54.363590
2119,8354,9352,1,2025-07-27 02:05:09.522625
2120,3985,6748,3,2025-05-01 00:41:08.758496
2121,6925,2203,3,2025-09-05 21:21:36.810933
2122,7636,4434,1,2025-02-07 08:11:55.204771
2123,3458,320,5,2025-08-17 07:40:29.954963
2124,3912,3120,3,2025-06-18 11:27:22.887821
2125,6390,4121,4,2025-05-10 05:42:34.604768
2126,9485,9177,5,2025-08-21 07:01:42.031069
2127,8849,4440,3,2025-08-19 23:34:07.020060
2128,7981,882,3,2025-10-11 15:19:15.776350
2129,5433,8629,3,2025-06-08 11:59:45.447939
2130,2090,9304,3,2025-08-10 06:34:19.198942
2131,7139,4505,2,2025-08-17 07:55:03.799265
2132,1647,2631,5,2025-08-14 12:39:29.937044
2133,6753,8622,4,2025-07-06 05:48:58.843794
2134,2670,9632,3,2025-04-27 03:34:42.562544
2135,9822,9160,4,2025-08-24 10:32:15.676258
2136,3895,141,1,2025-04-20 20:56:57.626358
2137,9176,3975,2,2025-02-20 20:14:44.380979
2138,5726,4588,2,2025-03-20 23:54:04.342424
2139,1479,6636,4,2025-08-12 21:33:51.405967
2140,1366,3451,1,2025-09-06 15:45:57.660457
2141,621,2004,3,2025-02-03 16:10:26.413462
2142,8809,2899,5,2025-05-03 19:10:03.846439
2143,8283,1186,4,2025-04-30 22:06:54.265801
2144,2777,154,3,2025-09-25 18:55:04.909685
2145,6441,8793,5,2025-03-15 08:58:33.653912
2146,8162,1460,2,2025-04-25 08:55:14.634456
2147,5003,8754,2,2025-01-11 05:03:00.687101
2148,2051,9318,1,2025-10-04 07:18:13.527701
2149,7623,3853,4,2025-10-10 17:36:12.951813
2150,4341,5764,1,2025-10-05 14:22:20.835064
2151,748,9595,5,2025-07-11 23:21:53.306195
2152,5813,5835,3,2025-04-19 12:47:36.837645
2153,4185,335,4,2025-03-31 19:47:00.909999
2154,4750,40,3,2025-01-26 18:56:49.989980
2155,9431,9347,3,2025-04-24 12:07:23.895491
2156,6691,1125,1,2025-08-20 09:11:44.897851
2157,1548,2661,2,2025-07-18 23:59:59.648349
2158,4414,1917,5,2025-03-20 13:47:27.741969
2159,9440,287,2,2025-06-10 10:12:25.509287
2160,3666,7860,4,2025-09-17 14:23:45.847343
2161,7076,1623,2,2025-09-21 09:47:50.419245
2162,9106,598,3,2025-05-06 01:38:34.511614
2163,2401,8737,3,2025-04-08 18:23:20.537965
2164,5692,3269,1,2025-10-27 15:40:58.063197
2165,4681,3700,2,2025-04-13 14:37:39.684403
2166,8436,7524,4,2025-04-23 06:12:25.379780
2167,1287,5828,1,2025-06-28 15:53:21.861221
2168,9351,1114,4,2025-03-28 18:32:01.197396
2169,7761,2243,1,2025-06-21 19:36:30.413343
2170,1051,5480,3,2025-03-01 15:17:52.780862
2171,3785,9613,2,2025-10-21 16:09:46.535414
2172,4053,4262,4,2025-01-29 17:30:22.245922
2173,7819,2615,1,2025-01-22 03:30:52.506357
2174,8533,9251,5,2025-03-02 11:28:25.555292
2175,3801,4849,3,2025-09-09 09:37:53.169140
2176,9359,936,2,2025-01-18 06:19:51.824735
2177,7922,9182,5,2025-01-26 07:57:25.994598
2178,8128,2694,1,2025-02-22 21:17:08.814678
2179,9846,7684,5,2025-06-02 02:44:34.060684
2180,1838,1381,4,2025-01-14 12:16:44.205921
2181,8652,4052,4,2025-04-24 03:02:44.112766
2182,6867,711,2,2025-01-16 08:53:36.038459
2183,4259,2961,3,2025-08-26 01:42:59.874942
2184,981,6427,3,2025-02-14 19:31:12.635471
2185,2961,7659,2,2025-02-03 14:24:18.913191
2186,7197,4742,4,2025-09-23 12:31:57.572146
2187,655,5899,1,2025-03-16 16:05:44.998415
2188,6338,5658,3,2025-05-20 03:09:22.514596
2189,4271,9110,1,2025-08-18 15:47:43.657866
2190,5886,6779,3,2025-03-10 10:25:20.285198
2191,2594,5709,3,2025-03-03 10:01:33.702444
2192,2475,3154,3,2025-05-27 02:59:29.110699
2193,868,2372,5,2025-05-15 22:44:03.563934
2194,1549,7831,3,2025-05-02 11:30:39.877421
2195,6169,5032,4,2025-09-10 05:07:32.176836
2196,4059,2046,1,2025-07-09 06:33:06.539773
2197,7330,7698,3,2025-06-05 16:55:21.538971
2198,6074,9771,4,2025-10-04 20:58:58.534880
2199,7006,771,1,2025-02-21 10:12:49.781151
2200,2653,8255,5,2025-06-17 04:01:06.509871
2201,8893,2342,1,2025-09-27 03:57:08.756236
2202,2184,3567,5,2025-10-08 15:19:58.796966
2203,4145,3564,1,2025-05-23 23:26:49.858097
2204,9988,1392,5,2025-01-30 03:42:57.630364
2205,2872,8061,1,2025-07-21 19:25:58.812858
2206,5883,1151,5,2025-05-16 10:36:45.323700
2207,7564,7871,3,2025-07-20 10:27:59.131655
2208,2759,3991,2,2025-02-13 21:27:06.395351
2209,718,6386,2,2025-10-01 16:57:10.417118
2210,2010,9513,3,2025-05-01 13:39:49.220819
2211,7435,7061,5,2025-03-14 06:29:56.219206
2212,3141,7834,5,2025-05-02 21:16:35.004817
2213,3803,292,1,2025-10-29 18:03:15.922539
2214,6873,6450,3,2025-01-08 00:16:24.421855
2215,5902,2281,4,2025-04-25 08:36:40.246873
2216,7525,8934,4,2025-03-03 15:19:19.504863
2217,5835,3344,4,2025-04-05 02:09:03.844191
2218,6324,1110,3,2025-04-16 06:13:38.484686
2219,7402,3304,2,2025-09-09 04:48:32.769310
2220,3262,9242,1,2025-09-07 18:23:29.177123
2221,5654,5004,4,2025-04-04 12:30:29.873507
